Company,Technology,Mentions_SocialMedia,Mentions_Internet,Market_Penetration (%),Sentiment_SocialMedia,Sentiment_Internet,Innovation_Index,Category,Region,Revenue_Estimate (USD),Employee_Count,Date,Sentiment_Score_SocialMedia,Sentiment_Score_Internet,Growth_Rate_Mentions_SocialMedia,Growth_Rate_Mentions_Internet
PalmoTek,Sustainable Agriculture,259,293,4.59,neutre,neutre,6,Sustainability,Sub-Saharan Africa,4621868,863,2024-11-22,0,0,2.3205128205128207,0.07720588235294112
PalmoTek,Agriculture 4.0,83,217,1.16,négatif,négatif,6,Technology Adoption,Sub-Saharan Africa,3822171,42,2024-11-22,-1,-1,-0.6795366795366795,-0.2593856655290102
PalmoTek,Climate-Smart Agriculture,485,84,4.0,positif,négatif,2,Climate Change,Europe,1992406,397,2024-11-22,1,-1,4.843373493975903,-0.6129032258064516
PalmoTek,Precision Agriculture,258,160,16.54,négatif,positif,1,Sustainability,Global,1582563,758,2024-11-22,-1,1,-0.46804123711340206,0.9047619047619047
PalmoTek,Climate-Smart Agriculture,476,41,6.44,négatif,positif,9,Precision Agriculture,North Africa,4012423,501,2024-11-22,-1,1,0.8449612403100775,-0.74375
PalmoTek,Smart Irrigation,76,90,11.82,neutre,neutre,6,Technology Adoption,Europe,3375781,972,2024-11-22,0,0,-0.8403361344537815,1.1951219512195124
PalmoTek,Water Management,17,62,21.69,positif,négatif,8,AI,Europe,3105975,815,2024-11-22,1,-1,-0.7763157894736842,-0.3111111111111111
PalmoTek,IoT for Farming,251,208,15.78,positif,positif,4,Smart Irrigation,Tunisia,2332620,352,2024-11-22,1,1,13.764705882352942,2.3548387096774195
PalmoTek,Sustainable Agriculture,494,275,23.12,neutre,négatif,6,Drones,Sub-Saharan Africa,319734,84,2024-11-22,0,-1,0.9681274900398407,0.3221153846153846
PalmoTek,Climate-Smart Agriculture,60,157,13.13,neutre,négatif,6,Climate Change,Tunisia,356437,609,2024-11-22,0,-1,-0.8785425101214575,-0.4290909090909091
PalmoTek,Agriculture 4.0,391,205,9.73,positif,neutre,5,Water Management,Global,1412282,174,2024-11-22,1,0,5.516666666666667,0.30573248407643305
PalmoTek,IoT for Farming,127,297,19.88,négatif,positif,4,IoT,North Africa,703763,954,2024-11-22,-1,1,-0.6751918158567776,0.448780487804878
PalmoTek,Precision Agriculture,254,144,21.23,négatif,positif,8,Climate Change,North Africa,2891162,554,2024-11-22,-1,1,1.0,-0.5151515151515151
PalmoTek,Smart Irrigation,376,12,9.02,positif,négatif,7,Drones,Europe,1765050,185,2024-11-22,1,-1,0.4803149606299213,-0.9166666666666666
PalmoTek,Sustainable Agriculture,433,11,7.17,neutre,négatif,9,Sustainability,Tunisia,2461118,283,2024-11-22,0,-1,0.15159574468085113,-0.08333333333333337
PalmoTek,AI in Agriculture,147,64,3.37,négatif,positif,4,Sustainability,Sub-Saharan Africa,2299679,40,2024-11-22,-1,1,-0.6605080831408776,4.818181818181818
PalmoTek,AI in Agriculture,197,109,5.5,neutre,négatif,4,Precision Agriculture,Global,1808109,100,2024-11-22,0,-1,0.34013605442176864,0.703125
PalmoTek,AI in Agriculture,289,110,3.11,positif,négatif,8,Robotics,Tunisia,3199928,354,2024-11-22,1,-1,0.46700507614213205,0.00917431192660545
PalmoTek,Agriculture 4.0,187,291,28.85,neutre,négatif,8,Drones,Tunisia,4694760,303,2024-11-22,0,-1,-0.3529411764705882,1.6454545454545455
PalmoTek,AI in Agriculture,217,120,5.98,négatif,positif,2,Water Management,Global,303383,889,2024-11-23,-1,1,0.160427807486631,-0.5876288659793815
PalmoTek,Agricultural Robotics,362,245,28.6,négatif,positif,7,Precision Agriculture,Global,2247908,775,2024-11-23,-1,1,0.6682027649769586,1.0416666666666665
PalmoTek,Climate-Smart Agriculture,13,62,21.64,neutre,neutre,6,Smart Irrigation,Europe,3109065,683,2024-11-23,0,0,-0.9640883977900553,-0.7469387755102042
PalmoTek,Drones for Crop Monitoring,242,19,22.74,neutre,positif,9,Robotics,North Africa,3648244,240,2024-11-23,0,1,17.615384615384617,-0.6935483870967742
PalmoTek,AI in Agriculture,432,99,27.49,neutre,positif,7,AI,Global,2599456,634,2024-11-23,0,1,0.7851239669421488,4.2105263157894735
PalmoTek,Water Management,408,54,26.92,positif,positif,9,Technology Adoption,Europe,532118,512,2024-11-23,1,1,-0.05555555555555558,-0.4545454545454546
PalmoTek,Water Management,477,95,24.52,neutre,positif,7,Climate Change,Sub-Saharan Africa,949992,37,2024-11-23,0,1,0.1691176470588236,0.7592592592592593
PalmoTek,AI in Agriculture,271,120,18.62,positif,positif,10,Precision Agriculture,Sub-Saharan Africa,506838,931,2024-11-23,1,1,-0.43186582809224316,0.26315789473684204
PalmoTek,Agriculture 4.0,208,5,24.2,positif,positif,7,Climate Change,Europe,56154,207,2024-11-23,1,1,-0.2324723247232472,-0.9583333333333334
PalmoTek,Smart Irrigation,241,158,24.66,positif,positif,6,Robotics,Tunisia,3746329,977,2024-11-23,1,1,0.15865384615384626,30.6
PalmoTek,Water Management,46,155,5.81,négatif,neutre,8,Climate Change,North Africa,334185,209,2024-11-23,-1,0,-0.8091286307053942,-0.01898734177215189
PalmoTek,Smart Irrigation,206,180,2.62,négatif,neutre,6,Water Management,Tunisia,61986,778,2024-11-23,-1,0,3.4782608695652177,0.16129032258064524
PalmoTek,Agriculture 4.0,223,135,7.65,négatif,négatif,7,Smart Irrigation,Sub-Saharan Africa,2908821,70,2024-11-23,-1,-1,0.08252427184466016,-0.25
PalmoTek,Water Management,250,149,8.71,négatif,négatif,4,Precision Agriculture,Sub-Saharan Africa,4495335,254,2024-11-23,-1,-1,0.12107623318385641,0.10370370370370363
PalmoTek,Agricultural Robotics,225,293,6.9,négatif,neutre,5,Robotics,North Africa,3417222,476,2024-11-23,-1,0,-0.09999999999999998,0.9664429530201342
PalmoTek,Agriculture 4.0,409,209,14.9,positif,neutre,5,Climate Change,Sub-Saharan Africa,2243255,248,2024-11-23,1,0,0.8177777777777777,-0.2866894197952219
PalmoTek,Water Management,296,81,1.36,positif,neutre,4,Robotics,Tunisia,2505895,592,2024-11-23,1,0,-0.2762836185819071,-0.6124401913875598
PalmoTek,Agricultural Robotics,398,94,15.1,négatif,neutre,1,Water Management,Sub-Saharan Africa,3494331,153,2024-11-23,-1,0,0.3445945945945945,0.16049382716049387
PalmoTek,IoT for Farming,72,34,6.88,positif,neutre,3,Drones,North Africa,1259621,359,2024-11-23,1,0,-0.8190954773869347,-0.6382978723404256
PalmoTek,Agricultural Robotics,97,295,29.06,neutre,neutre,1,Robotics,Global,1190333,350,2024-11-23,0,0,0.3472222222222223,7.6764705882352935
PalmoTek,AI in Agriculture,214,73,22.59,négatif,positif,7,Sustainability,North Africa,61885,24,2024-11-23,-1,1,1.2061855670103094,-0.752542372881356
PalmoTek,Sustainable Agriculture,106,271,16.77,neutre,négatif,4,Climate Change,Global,3911396,381,2024-11-23,0,-1,-0.5046728971962617,2.712328767123288
PalmoTek,Precision Agriculture,53,42,27.16,négatif,négatif,1,Precision Agriculture,Global,3055412,926,2024-11-23,-1,-1,-0.5,-0.8450184501845018
PalmoTek,Agriculture 4.0,172,109,3.6,négatif,négatif,7,Technology Adoption,North Africa,2274206,283,2024-11-23,-1,-1,2.2452830188679247,1.5952380952380953
PalmoTek,Water Management,143,280,4.72,négatif,positif,4,Smart Irrigation,Sub-Saharan Africa,1125694,331,2024-11-23,-1,1,-0.16860465116279066,1.5688073394495414
PalmoTek,AI in Agriculture,206,273,6.73,négatif,négatif,6,Sustainability,Europe,1788019,897,2024-11-23,-1,-1,0.44055944055944063,-0.025000000000000022
PalmoTek,Precision Agriculture,259,112,25.36,négatif,positif,7,Technology Adoption,Global,2262556,486,2024-11-23,-1,1,0.25728155339805836,-0.5897435897435898
PalmoTek,Precision Agriculture,135,182,25.46,neutre,neutre,7,Smart Irrigation,Global,2155166,527,2024-11-23,0,0,-0.4787644787644788,0.625
PalmoTek,Smart Irrigation,122,237,18.76,négatif,neutre,8,AI,North Africa,2520450,560,2024-11-23,-1,0,-0.09629629629629632,0.30219780219780223
PalmoTek,Water Management,340,241,11.4,positif,négatif,6,Climate Change,Tunisia,695004,19,2024-11-23,1,-1,1.7868852459016393,0.016877637130801704
PalmoTek,Water Management,390,84,17.13,neutre,neutre,1,Smart Irrigation,Global,3304260,956,2024-11-23,0,0,0.1470588235294117,-0.6514522821576764
PalmoTek,Climate-Smart Agriculture,463,300,0.9,neutre,positif,2,Climate Change,Global,157401,24,2024-11-23,0,1,0.18717948717948718,2.5714285714285716
PalmoTek,Agriculture 4.0,123,143,18.16,négatif,positif,2,Precision Agriculture,Europe,1974295,605,2024-11-23,-1,1,-0.734341252699784,-0.5233333333333333
PalmoTek,Climate-Smart Agriculture,277,149,27.15,neutre,positif,5,Drones,Europe,1991074,476,2024-11-23,0,1,1.2520325203252032,0.04195804195804187
PalmoTek,Agricultural Robotics,216,186,6.7,négatif,positif,5,Smart Irrigation,Global,1653903,389,2024-11-24,-1,1,-0.22021660649819497,0.24832214765100669
PalmoTek,Climate-Smart Agriculture,248,29,8.85,négatif,négatif,1,Robotics,North Africa,1991564,181,2024-11-24,-1,-1,0.14814814814814814,-0.8440860215053764
PalmoTek,IoT for Farming,353,266,5.43,négatif,positif,4,Smart Irrigation,Global,4958568,905,2024-11-24,-1,1,0.4233870967741935,8.172413793103448
PalmoTek,Water Management,103,197,24.04,neutre,négatif,4,Climate Change,Europe,2258658,676,2024-11-24,0,-1,-0.708215297450425,-0.2593984962406015
PalmoTek,IoT for Farming,486,56,18.1,négatif,négatif,1,AI,Europe,4101323,96,2024-11-24,-1,-1,3.7184466019417473,-0.7157360406091371
PalmoTek,Water Management,403,175,10.46,neutre,négatif,10,Sustainability,Europe,4316534,101,2024-11-24,0,-1,-0.17078189300411528,2.125
PalmoTek,Drones for Crop Monitoring,402,273,18.08,négatif,positif,10,IoT,Europe,3016231,974,2024-11-24,-1,1,-0.002481389578163795,0.56
PalmoTek,Agricultural Robotics,27,168,11.99,neutre,positif,4,Drones,North Africa,4186583,393,2024-11-24,0,1,-0.9328358208955224,-0.3846153846153846
PalmoTek,IoT for Farming,407,123,2.19,neutre,neutre,6,Sustainability,Tunisia,3037745,682,2024-11-24,0,0,14.074074074074074,-0.2678571428571429
PalmoTek,Water Management,88,118,16.85,positif,neutre,1,AI,Tunisia,2776058,603,2024-11-24,1,0,-0.7837837837837838,-0.04065040650406504
PalmoTek,Smart Irrigation,434,212,9.08,positif,négatif,5,Robotics,Global,802717,518,2024-11-24,1,-1,3.9318181818181817,0.7966101694915255
PalmoTek,Water Management,236,49,8.9,positif,négatif,1,Technology Adoption,North Africa,4261525,682,2024-11-24,1,-1,-0.45622119815668205,-0.7688679245283019
PalmoTek,Water Management,69,261,23.39,neutre,neutre,5,Robotics,Global,2203492,723,2024-11-24,0,0,-0.7076271186440678,4.326530612244898
PalmoTek,Precision Agriculture,205,254,15.64,neutre,négatif,1,IoT,Global,3326419,911,2024-11-24,0,-1,1.971014492753623,-0.026819923371647514
PalmoTek,Agriculture 4.0,424,227,21.08,neutre,positif,4,Water Management,North Africa,1564820,518,2024-11-24,0,1,1.0682926829268293,-0.10629921259842523
PalmoTek,AI in Agriculture,431,60,28.71,neutre,positif,5,Precision Agriculture,North Africa,4952935,12,2024-11-24,0,1,0.01650943396226423,-0.7356828193832599
PalmoTek,Sustainable Agriculture,323,80,11.6,négatif,négatif,8,Sustainability,Europe,1017728,424,2024-11-24,-1,-1,-0.25058004640371234,0.33333333333333326
PalmoTek,Sustainable Agriculture,346,175,0.81,positif,négatif,1,Smart Irrigation,Europe,1700177,112,2024-11-24,1,-1,0.07120743034055721,1.1875
PalmoTek,Drones for Crop Monitoring,163,280,22.18,positif,négatif,2,Sustainability,Tunisia,137037,72,2024-11-24,1,-1,-0.5289017341040463,0.6000000000000001
PalmoTek,Agriculture 4.0,267,237,10.63,négatif,positif,1,Climate Change,Sub-Saharan Africa,593635,54,2024-11-24,-1,1,0.638036809815951,-0.15357142857142858
PalmoTek,IoT for Farming,231,204,0.83,neutre,positif,10,Smart Irrigation,Sub-Saharan Africa,2862761,531,2024-11-24,0,1,-0.1348314606741573,-0.1392405063291139
PalmoTek,Climate-Smart Agriculture,459,203,2.01,positif,neutre,4,Smart Irrigation,Tunisia,480704,905,2024-11-24,1,0,0.9870129870129871,-0.004901960784313708
PalmoTek,Agricultural Robotics,130,188,14.47,neutre,neutre,9,AI,Tunisia,4340778,672,2024-11-24,0,0,-0.7167755991285403,-0.07389162561576357
PalmoTek,IoT for Farming,265,92,7.13,négatif,positif,5,Technology Adoption,North Africa,741639,251,2024-11-24,-1,1,1.0384615384615383,-0.5106382978723405
PalmoTek,Agriculture 4.0,84,21,12.51,neutre,négatif,3,Climate Change,North Africa,244155,922,2024-11-24,0,-1,-0.6830188679245284,-0.7717391304347826
PalmoTek,Drones for Crop Monitoring,136,270,24.12,positif,neutre,3,Climate Change,North Africa,1265489,15,2024-11-25,1,0,0.6190476190476191,11.857142857142858
PalmoTek,Drones for Crop Monitoring,337,208,27.61,positif,négatif,8,Sustainability,Sub-Saharan Africa,1167369,965,2024-11-25,1,-1,1.4779411764705883,-0.22962962962962963
PalmoTek,Water Management,132,45,21.01,neutre,neutre,5,Sustainability,Sub-Saharan Africa,196456,926,2024-11-25,0,0,-0.6083086053412463,-0.7836538461538461
PalmoTek,IoT for Farming,235,184,17.43,positif,neutre,2,IoT,Tunisia,2872325,803,2024-11-25,1,0,0.7803030303030303,3.0888888888888886
PalmoTek,Drones for Crop Monitoring,13,18,26.63,négatif,négatif,1,IoT,Europe,1253618,978,2024-11-25,-1,-1,-0.9446808510638298,-0.9021739130434783
PalmoTek,Climate-Smart Agriculture,278,141,21.53,positif,positif,6,Technology Adoption,Global,4297763,827,2024-11-25,1,1,20.384615384615383,6.833333333333333
PalmoTek,AI in Agriculture,277,85,16.9,négatif,positif,4,AI,North Africa,2912385,730,2024-11-25,-1,1,-0.003597122302158251,-0.3971631205673759
PalmoTek,AI in Agriculture,205,95,10.37,négatif,négatif,10,Smart Irrigation,Europe,2852052,142,2024-11-25,-1,-1,-0.25992779783393505,0.11764705882352944
PalmoTek,IoT for Farming,138,158,25.68,négatif,neutre,5,IoT,North Africa,2456057,261,2024-11-25,-1,0,-0.3268292682926829,0.6631578947368422
PalmoTek,Agricultural Robotics,192,88,14.3,positif,négatif,4,Climate Change,Global,2514979,254,2024-11-25,1,-1,0.3913043478260869,-0.44303797468354433
PalmoTek,Drones for Crop Monitoring,462,106,23.02,positif,positif,7,IoT,Sub-Saharan Africa,3264216,745,2024-11-25,1,1,1.40625,0.20454545454545459
PalmoTek,Precision Agriculture,136,16,11.13,neutre,positif,10,Smart Irrigation,North Africa,4074286,916,2024-11-25,0,1,-0.7056277056277056,-0.8490566037735849
PalmoTek,Agriculture 4.0,206,173,5.53,négatif,neutre,2,IoT,Sub-Saharan Africa,2967827,931,2024-11-25,-1,0,0.5147058823529411,9.8125
PalmoTek,AI in Agriculture,306,56,10.34,neutre,positif,3,Smart Irrigation,North Africa,4527337,211,2024-11-25,0,1,0.4854368932038835,-0.676300578034682
PalmoTek,Agriculture 4.0,32,161,1.6,positif,positif,4,AI,Tunisia,2334571,858,2024-11-25,1,1,-0.8954248366013072,1.875
PalmoTek,IoT for Farming,430,171,18.23,négatif,neutre,4,Sustainability,North Africa,754913,401,2024-11-25,-1,0,12.4375,0.06211180124223592
PalmoTek,Precision Agriculture,482,227,9.5,neutre,positif,5,Precision Agriculture,North Africa,539462,323,2024-11-25,0,1,0.12093023255813962,0.32748538011695905
PalmoTek,Sustainable Agriculture,98,29,17.81,positif,neutre,8,IoT,North Africa,3695643,349,2024-11-25,1,0,-0.7966804979253113,-0.8722466960352423
PalmoTek,Drones for Crop Monitoring,324,264,23.17,négatif,neutre,7,IoT,North Africa,1616949,551,2024-11-25,-1,0,2.306122448979592,8.10344827586207
PalmoTek,AI in Agriculture,37,160,2.97,négatif,négatif,6,Precision Agriculture,North Africa,3862352,919,2024-11-25,-1,-1,-0.8858024691358025,-0.3939393939393939
PalmoTek,Climate-Smart Agriculture,177,46,24.04,neutre,négatif,3,Water Management,North Africa,2238893,924,2024-11-25,0,-1,3.783783783783784,-0.7125
PalmoTek,Sustainable Agriculture,373,245,29.84,neutre,négatif,4,Drones,North Africa,4255385,667,2024-11-25,0,-1,1.1073446327683616,4.326086956521739
PalmoTek,Water Management,402,241,24.04,neutre,négatif,5,Climate Change,North Africa,322482,871,2024-11-25,0,-1,0.07774798927613946,-0.01632653061224487
PalmoTek,AI in Agriculture,87,189,2.72,neutre,positif,9,Drones,Tunisia,3752076,672,2024-11-25,0,1,-0.7835820895522388,-0.2157676348547718
PalmoTek,IoT for Farming,281,242,14.43,négatif,neutre,9,Robotics,Sub-Saharan Africa,2053304,576,2024-11-25,-1,0,2.2298850574712645,0.28042328042328046
PalmoTek,Drones for Crop Monitoring,24,54,27.07,négatif,positif,3,Robotics,Europe,745387,898,2024-11-25,-1,1,-0.9145907473309609,-0.7768595041322314
PalmoTek,Agricultural Robotics,46,229,17.71,positif,négatif,3,Robotics,North Africa,2043462,56,2024-11-25,1,-1,0.9166666666666667,3.2407407407407405
PalmoTek,Drones for Crop Monitoring,107,129,15.48,négatif,positif,2,Drones,North Africa,2205650,166,2024-11-26,-1,1,1.3260869565217392,-0.4366812227074236
PalmoTek,Agricultural Robotics,499,236,25.89,négatif,neutre,1,IoT,Europe,2784466,419,2024-11-26,-1,0,3.6635514018691593,0.8294573643410852
PalmoTek,Agricultural Robotics,228,293,26.03,positif,négatif,6,Sustainability,Tunisia,1086698,230,2024-11-26,1,-1,-0.5430861723446894,0.24152542372881358
PalmoTek,Climate-Smart Agriculture,269,71,1.15,positif,négatif,3,Climate Change,Global,1020737,368,2024-11-26,1,-1,0.17982456140350878,-0.757679180887372
PalmoTek,Drones for Crop Monitoring,224,70,15.63,négatif,neutre,4,Water Management,Global,1784182,816,2024-11-26,-1,0,-0.16728624535315983,-0.014084507042253502
PalmoTek,Drones for Crop Monitoring,231,244,20.86,positif,positif,4,Technology Adoption,Sub-Saharan Africa,78818,888,2024-11-26,1,1,0.03125,2.4857142857142858
PalmoTek,Water Management,237,57,27.6,négatif,neutre,7,Technology Adoption,Global,1683489,75,2024-11-26,-1,0,0.025974025974025983,-0.7663934426229508
PalmoTek,Drones for Crop Monitoring,80,79,23.77,neutre,positif,2,Robotics,Sub-Saharan Africa,1251428,870,2024-11-26,0,1,-0.6624472573839663,0.38596491228070184
PalmoTek,Agriculture 4.0,252,64,19.54,positif,neutre,4,Precision Agriculture,Tunisia,761720,242,2024-11-26,1,0,2.15,-0.189873417721519
PalmoTek,AI in Agriculture,468,105,29.19,négatif,négatif,10,IoT,Tunisia,307596,511,2024-11-26,-1,-1,0.8571428571428572,0.640625
PalmoTek,Water Management,211,300,15.75,neutre,positif,8,Climate Change,Sub-Saharan Africa,3114911,313,2024-11-26,0,1,-0.5491452991452992,1.8571428571428572
PalmoTek,Water Management,10,148,26.34,positif,négatif,6,Water Management,Tunisia,4029728,856,2024-11-26,1,-1,-0.95260663507109,-0.5066666666666666
PalmoTek,Agriculture 4.0,417,162,2.69,positif,négatif,2,AI,Tunisia,381896,917,2024-11-26,1,-1,40.7,0.09459459459459452
PalmoTek,Drones for Crop Monitoring,326,207,6.18,neutre,neutre,10,Water Management,Sub-Saharan Africa,2523094,974,2024-11-26,0,0,-0.21822541966426856,0.2777777777777777
PalmoTek,Smart Irrigation,82,131,6.22,négatif,positif,2,IoT,North Africa,742107,112,2024-11-26,-1,1,-0.7484662576687117,-0.36714975845410625
PalmoTek,Agriculture 4.0,255,82,5.64,neutre,neutre,5,Robotics,Sub-Saharan Africa,4041020,977,2024-11-26,0,0,2.1097560975609757,-0.3740458015267175
PalmoTek,IoT for Farming,206,135,12.75,positif,positif,3,Technology Adoption,North Africa,4670741,754,2024-11-26,1,1,-0.19215686274509802,0.646341463414634
PalmoTek,Water Management,188,146,25.23,négatif,négatif,5,Water Management,Tunisia,3527709,23,2024-11-26,-1,-1,-0.08737864077669899,0.08148148148148149
PalmoTek,Smart Irrigation,69,59,2.94,neutre,positif,3,Robotics,Tunisia,2151686,390,2024-11-26,0,1,-0.6329787234042553,-0.595890410958904
PalmoTek,IoT for Farming,22,221,4.89,négatif,négatif,10,Precision Agriculture,Tunisia,1143717,406,2024-11-26,-1,-1,-0.6811594202898551,2.7457627118644066
PalmoTek,Agriculture 4.0,496,174,26.39,négatif,neutre,9,Water Management,North Africa,3308779,336,2024-11-26,-1,0,21.545454545454547,-0.21266968325791857
PalmoTek,Precision Agriculture,369,107,29.21,négatif,positif,8,Precision Agriculture,Tunisia,692969,877,2024-11-26,-1,1,-0.25604838709677424,-0.38505747126436785
PalmoTek,Precision Agriculture,157,138,8.64,négatif,négatif,9,Technology Adoption,Tunisia,2056328,181,2024-11-26,-1,-1,-0.5745257452574526,0.2897196261682242
PalmoTek,Climate-Smart Agriculture,277,190,21.76,positif,positif,1,Sustainability,North Africa,4098189,987,2024-11-27,1,1,0.7643312101910829,0.37681159420289845
PalmoTek,IoT for Farming,39,185,16.87,positif,neutre,4,Drones,Global,4407444,868,2024-11-27,1,0,-0.8592057761732852,-0.02631578947368418
PalmoTek,IoT for Farming,287,18,20.06,neutre,neutre,10,Sustainability,Global,883406,680,2024-11-27,0,0,6.358974358974359,-0.9027027027027027
PalmoTek,AI in Agriculture,207,98,25.68,négatif,neutre,3,Sustainability,North Africa,1714079,45,2024-11-27,-1,0,-0.2787456445993032,4.444444444444445
